texto,classe
"Marta Suplicy participa da Parada Gay em São Paulo: Ex-prefeita desfilou em trio elétrico pela avenida Paulista. Parada comeįou pouco apķs o meio-dia deste domingo (14).",surpresa
"Detentos a caminho do trabalho são flagrados com maconha e celulares. No veículo abordado foram encontrados também 400 gr de maconha.",surpresa
"Aeroporto na Europa tem avenida que cruza pista de pouso. Quando um avião pousa ou decola, carros tęm de esperar em sinal fechado. Via é principal forma de acesso terrestre a Gibraltar.",surpresa
"Homem é flagrado viajando em panela gigante na Índia. Um homem foi flagrado nesta sexta-feira (8) viajando dentro de uma panela enorme que era transportada por um triciclo em uma estrada movimentada na cidade de Ahmedabad, na Índia.",surpresa
"Avatar é o filme mais pirateado de 2010. Avatar, o maior sucesso mundial de bilheteria em todos os tempos, foi o filme mais pirateado do ano (foi baixado 16,6 milhões de vezes, segundo dados divulgados por um blog de partilha de arquivos, o TorrentFreak.com).",surpresa
"Zoolķgico de Moscou exibe rara cobra de duas cabeįas. Réptil em exibiįão na capital russa é da espécie cobra real californiana. Segundo zoo, ocorręncia de cobras de 2 cabeįas é de uma em 1 milhão.",surpresa
"Polícia flagra grande quantidade de droga dentro de casa em Camaįari. Homem de 28 anos foi preso suspeito de liderar tráfico de drogas na cidade",surpresa
"Formiga argentina emite substâncias para evitar ser enterrada viva: Sinais desaparecem uma hora apķs a morte do inseto, afirma estudo. Com remoįão das moléculas, bichos vivos vão para 'lixão' da colônia.",surpresa
"Sucuri de 8 metros é flagrada apķs comer uma capivara: Cobra virou atraįão para moradores de São José do Rio Claro (MT). Ela foi encontrada em um riacho perto de uma fazenda na cidade.",surpresa
"Cães aprendem a dirigir na Nova Zelândia. As aulas para os fazem parte de uma campanha da Sociedade para Prevenįão da Crueldade contra Animais do país. O objetivo da brincadeira é encontrar novos lares para cachorros abandonados, mostrando o quanto eles podem ser inteligentes.",surpresa
"Internauta registra para-raios capturando relâmpago em Curitiba. Forte chuva atingiu a cidade no início da tarde desta sexta-feira (7). O técnico em informática Roversom Pasqual registrou a cena de casa.",surpresa
"China promove disputa de luta de mulheres na lama: Campeonato aconteceu em Wuhan. Região é conhecida no país por ter lama que faz bem para a pele.",surpresa
"Canetas a laser apontadas para o céu podem causar graves acidentes. A atividade, aparentemente inofensiva, é crime previsto no Cķdigo Penal.",surpresa
"Chinęs ergue 5 kg usando apenas as pálpebras. Homem suspendeu baldes de água por um minuto. Performance foi realizada durante festival em Shaodong.",surpresa
"Mais um motor de avião que caiu na Bahia chega a São Paulo: Hélices e motores serão analisados por técnicos em São José dos Campos. Avião de pequeno porte caiu perto da pista de um resort, em Trancoso.",surpresa
"Miss que disse ser contra casamento gay pode perder a coroa: Miss Califķrnia, vice no Miss EUA, posou para fotos seminua. Ela disse que as imagens foram feitas quando era adolescente.",surpresa
"Casal gay registra filho na Argentina, em caso inédito no mundo. Em 2010 a Argentina se tornou o primeiro país da América Latina a autorizar o casamento gay em nível nacional e o décimo do mundo",surpresa
"Satélite da Nasa flagra erupįão vulcânica em Papua-Nova Guiné: Earth Observing-1 fez imagem em 28 de junho. Vulcão Manam é um dos mais ativos da região.",surpresa
"Foto chocante no maįo deixa 48% dos fumantes mais propensos a deixar o vício: Pesquisa que revelou dado foi feita em São Paulo, Rio e Porto Alegre. Estudioso quer fotos na frente dos maįos de cigarro.",surpresa
"Cientistas criam técnica que permite enxergar o que há dentro do cérebro. Método utiliza processos químicos e torna cérebro transparente.",surpresa
"Garoto de 8 anos se casa com idosa na África do Sul. 'Casamento foi realizado para evitar que a família do garoto sofresse com uma possível castigo divino",surpresa
"Polonęs se queima ao 'atender' ferro de passar em vez de telefone. Thomas Paczkowski estava distraído com luta de boxe. Homem de 32 anos colocou ferro na orelha quando telefone tocou.",surpresa
"Pesquisador inventa tijolo feito de casca de coco e de castanha: Material é mais resistente do que o tijolo comum. Blocos não precisam ser cozidos, evitando o uso de lenha.",surpresa
"Teste em simulador mostra os riscos de dirigir usando o celular: Distraįão é equivalente ao uso de bebida alcoķlica. Vídeo do New York Times tem detalhes do estudo.",surpresa
"Cavalo aparece dentro de policlínica em Santos, SP. Animal estava dentro do terreno pertencente ao posto de saúde.",surpresa
"Lobo-marinho 'danįa' ao som de gaita na Baía de Paranaguá, no Paraná. Dentista que seguia de barco para Ilha de Eufrasina registrou a cena. Ele ficou cerca de duas horas brincando e tocando gaita para o animal.",surpresa
"Serpentes enviadas pelos Correios são flagradas em aeroporto de MT. Tręs cobras estavam em caixa de correspondęncia e uma morreu.",surpresa
"Britânica fica chocada ao achar caracol em refeiįão de maternidade. A britânica Angel Crawford, de 20 anos, disse ter ficado chocada depois que encontrou um caracol em sua refeiįão em uma maternidade de Aberdeen, no Reino Unido. O incidente ocorreu dias depois de ela dar ā luz em novembro.",surpresa
"Conclave surpreende ao escolher um Papa argentino. Apķs cinco reuniões, conclave chega ao fim e cardeais escolhem Jorge Mario Bergoglio como novo líder catķlico.",surpresa
"Padre italiano anuncia seu casamento durante a missa. Um padre italiano surpreendeu os fiéis durante a missa anunciando seu casamento com sua companheira, que espera um bebę, informou nesta sexta-feira (14) a imprensa italiana.",surpresa
"Estudante chinesa encontra camisinha dentro do prato em refeitķrio. Uma estudante chinesa encontrou uma camisinha dentro do arroz na cafeteria de uma universidade em Pequim.",surpresa
"Jacaré é encontrado em bueiro perto de escola nos EUA .Caso ocorreu no condado de Pinellas, no estado da Flķrida. Réptil foi capturado por agentes de ķrgão de vida selvagem do estado.",surpresa
"Empresa sueca vende caixão de R$ 64 mil que toca músicas para o morto. Sistema 'CataCombo' possui alto-falantes e conexão Wi-Fi. Parentes e amigos podem enviar músicas ao falecido de qualquer lugar.",surpresa
"Menino fica entalado em janela ao invadir casa em Porto Velho. Polícia usou sabão para tentar remover a estrutura, que teve de ser cortada. Pais do adolescente foram chamados ā delegacia para liberá-lo.",surpresa
"Pato de borracha gigante aparece no rio Tâmisa, em Londres. Figura de 15 m foi usada para promover empresa de jogos online. Tower Bridge foi erguida para que pato atravessasse.",surpresa
"Raio-X mostra labrador 'guloso' que engoliu colher da mão da dona. Mari Reagan estava dando pudim para o cão. 'Scooby' foi submetido ā cirurgia para retirada do objeto e passa bem.",surpresa
"Mãe atira bebę de sete meses de sacada de prédio e tenta fazer o mesmo com a filha de dois anos. Presa por atirar a filha de sete meses da sacada de um prédio e tentar fazer o mesmo com a filha de dois anos em Bento Gonįalves, na serra gaúcha, a mãe disse ā polícia que tomou essa atitude para salvar as crianįas dos cachorros.",surpresa
"Torcida lembra da gripe suína no Maracanã: Torcedores do Flamengo foram com máscaras. Estádio recebeu a final do campeonato estadual.",surpresa
"Russa encontra anel de diamante em salsicha. 'Quando vi que era um anel, quase desmaiei', disse Marina Bugaev. Polícia abriu investigaįão para descobrir como anel foi parar na salsicha.",surpresa
"Cientistas observam e filmam sexo violento de aranhas: Cķpula violenta, mas eficiente, ocorre entre aranhas de uma espécie proveniente de Israel.",surpresa
"Marca que 'bomba' rápido também some depressa, dizem cientistas: Pesquisa chegou ā conclusão examinando uso de nomes para bebęs. Resultado também parece funcionar para músicos e outras áreas.",surpresa
"Diabetes mata mais que aids e trânsito no brasil. dados do ministério da saúde divulgados nesta terįa-feira (13) indicam que 54 mil brasileiros morreram em 2010 em decorręncia do diabetes. Isso significa que a doenįa matou quatro vezes mais do que a aids (12 mil ķbitos) e superou o total de vítimas de trânsito (42 mil) no país.",surpresa
"O mais pirateado em 2010. Por mais que Hollywood lute contra, a pirataria de filmes segue firme até mesmo com uma relaįão daqueles com maior quantidade de downloads ao longo do ano. Na lideranįa do ranking está Avatar, não por acaso o filme de maior público na histķria do cinema.",surpresa
"Garrafa jogada no mar viaja 14,5 mil km e é achada na Austrália. Mensagem foi lanįada no mar em 2011 na Inglaterra. Apķs 16 meses, garrafa foi achada por australiano em Perth.",surpresa
"Gato viaja acidentalmente mais de 5 mil km escondido em mala. Dona não notou que 'Bisou' havia entrado na mala. Felino sķ foi descoberto quando mulher chegou a Londres.",surpresa
"Mãe viciada em Twitter batiza filha de 'Hashtag'. Uma mulher norte-americana resolveu declarar sua paixão pelo Twitter na hora de escolher o nome da filha. A pequena 'Hashtag' veio ao mundo ās 22h dessa terįa-feira e já se tornou bastante conhecida em sites de notícias e nas redes sociais.",surpresa
"Cobra de 2,5 metros e 23 filhotes são encontrados em creche na Austrália. Incidente ocorreu em creche na cidade de Darwin. Cobra enorme havia feito seu ninho em uma das paredes.",surpresa
"Suposto extraterrestre era humano, diz cientista. O esqueleto de Ata, que foi encontrado mumificado, mede pouco mais de 15 cm e é composto por nove costelas, além de apresentar dentes rígidos e uma cabeįa oval.",surpresa
"Mulher é encontrada em uma mala na zona norte de São Paulo. O corpo de uma mulher foi encontrado dentro de uma bolsa de nylon na zona norte da capital, na manhã deste domingo (5). ",surpresa
"Leão-marinho aparece na Lagoa dos Patos, em Pelotas. A chegada de um leão-marinho surpreendeu moradores de Pelotas, no sul do Estado. ",surpresa
"Cientistas descobrem gene vinculado ā enxaqueca. Pesquisa pode abrir caminho para compreender melhor a doenįa.",surpresa
"Alemão inventa estilingue para colocar preservativos. Invenįão é para participar do concurso lanįado por Bill Gates.",surpresa
"Grávida fica chocada ao ver rosto fantasmagķrico no ultrassom do bebę. O exame de Anne Clewlow revelou  uma cabeįa gigante e um rosto fantasmagķrico. ",surpresa
"Fotķgrafo flagra ato sexual de sapos em parque na República Tcheca. Imagem foi feita pelo fotķgrafo Michal Cizek.",surpresa
"Britânica acha sapo vivo em embalagem de salada. A britânica Sara Eason, de 37 anos, diz que encontrou um sapo vivo em uma embalagem de salada.",surpresa
"Sapo é flagrado pegando 'carona' em caracol. Imagem foi feita pelo fotķgrafo Nordin Seruyan.",surpresa
"Bicho-da-seda tem gosto limitado na alimentaįão: Cientistas esperavam que eles gostassem de mistura de substâncias. Estudo mostrou que é justamente o contrário.",surpresa
"Pescadores levam susto apķs tubarão saltar dentro do barco. O norte-americano Jason Kresse disse que um tubarão de 2,4 metros e 170 quilos saltou dentro de seu barco enquanto ele e dois colegas estavam pescando na segunda-feira no Golfo do México.",surpresa
"Muįulmana deficiente visual anda com cavalo-guia nos Estados Unidos: Mona não pode usar cão, cuja saliva é considerada impura no Islã. Então, a revisora de textos em braile adotou Cali, um minicavalo.",surpresa
"Peixe japonęs é encontrado em barco nos EUA dois anos apķs tsunami. Animal estava dentro de uma caixa em barco encontrado em Washington.",surpresa
"Menino de 8 anos se casa com mulher de 61 a mando de fantasma do avô. Cerimônia foi organizada pela família, que ficou com medo de ser punida pelo espírito",surpresa
"Pé de tomate com frutos amarelos atrai curiosos em MG: Rachadura em piso de quintal permitiu crescimento de planta. Tomates amarelos chamaram a atenįão de técnicos da Emater.",surpresa
"Quarto jacaré é encontrado na Região Metropolitana do Recife, esta semana. mal da espécie papo amarelo tem 1,5 metro e foi levado ao Ibama.",surpresa
"Canetas a laser apontadas para o céu podem causar graves acidentes. Os pontos encontrados, muitas vezes vários, vęm de canetas de raio laser utilizadas como brincadeira para apontar aeronaves. A atividade, que pode parecer inofensiva, é crime previsto no Cķdigo Penal.",surpresa
"Instrutor de voo e aluno morrem em queda de helicķptero no Rio.Acidente aconteceu na Serra da Grota Funda, em Guaratiba.",tristeza
"Carreta bate em mureta do Anel Rodoviário de Belo Horizonte: Acidente complicou o trânsito na região. Poste foi derrubado e parte do muro atingiu automķvel.",tristeza
